object_id,zone_orig,zone_gzt,zone_desc,zone_link,colour
1628,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1628,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1629,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1629,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1630,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1630,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1631,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1631,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1632,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1632,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1633,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1633,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1634,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1634,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1635,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1635,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1636,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1636,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1637,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1637,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1638,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1638,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1639,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1639,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1640,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1640,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1641,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1641,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1642,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1642,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1643,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1643,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1644,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1644,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1645,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1645,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1646,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1646,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1647,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1647,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1648,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1648,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1649,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1649,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1650,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1650,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1651,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1651,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1652,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1652,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1653,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1653,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1654,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1654,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1655,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1655,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1656,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1656,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1657,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1657,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1658,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1658,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1659,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1659,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1660,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1660,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1661,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1661,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1662,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1662,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1663,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1663,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1664,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1664,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1665,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1665,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1666,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1666,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1667,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1667,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1668,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1668,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1669,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1669,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1670,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1670,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1671,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1671,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1672,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1672,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1673,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1673,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1674,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1674,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1675,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1675,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1676,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1676,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1677,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1677,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1678,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1678,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1679,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1679,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1680,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1680,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1681,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1681,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1682,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1682,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1683,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1683,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1684,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1684,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1685,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1685,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1686,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1686,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1687,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1687,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1688,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1688,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1689,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1689,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1690,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1690,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1691,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1691,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1692,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1692,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1693,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1693,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1694,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1694,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1695,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1695,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1696,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1696,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1697,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1697,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1698,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1698,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1699,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1699,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1700,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1700,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1701,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1701,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1702,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1702,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1703,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1703,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1704,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1704,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1705,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1705,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1706,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1706,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1707,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1707,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1708,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1708,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1709,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1709,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1710,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1710,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1711,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1711,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1712,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1712,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1713,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1713,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1714,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1714,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1715,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1715,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1716,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1716,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1717,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1717,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1718,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1718,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1719,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1719,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1720,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1720,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1721,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1721,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1722,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1722,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1723,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1723,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1724,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1724,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1725,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1725,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1726,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1726,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1727,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1727,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1728,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1728,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1729,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1729,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1730,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1730,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1731,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1731,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1732,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1732,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1733,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1733,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1734,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1734,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1735,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1735,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1736,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1736,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1737,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1737,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1738,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1738,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1739,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1739,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1740,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1740,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1741,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1741,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1742,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1742,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1743,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1743,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1744,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1744,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1745,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1745,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1746,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1746,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1747,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1747,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1748,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1748,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1749,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1749,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1750,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1750,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1751,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1751,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1752,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1752,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1753,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1753,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1754,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1754,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1755,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1755,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1756,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1756,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
1757,Zone Z2: Residential Neighbourhoods (Conservation Areas),O2,TEST Description 1757,http://www.dublincity.ie/Planning/DublinCityDevelopmentPlan/Pages/CityDevelopmentPlan.aspx,"Yellow3,Yes,No"
